id,timestamp,team_id,type,slug,currency_delta,data,internal_data,strong_currency_delta,hint_refunded
4743,2026-01-16 12:08:38.192859-05,2,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4744,2026-01-16 12:08:38.192859-05,2,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4745,2026-01-16 12:08:38.192859-05,3,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4746,2026-01-16 12:08:38.192859-05,3,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4747,2026-01-16 12:08:38.192859-05,4,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4748,2026-01-16 12:08:38.192859-05,4,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4749,2026-01-16 12:08:38.192859-05,5,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4750,2026-01-16 12:08:38.192859-05,5,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4751,2026-01-16 12:08:38.192859-05,6,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4752,2026-01-16 12:08:38.192859-05,6,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4753,2026-01-16 12:08:38.192859-05,7,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4754,2026-01-16 12:08:38.192859-05,7,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4755,2026-01-16 12:08:38.192859-05,8,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4756,2026-01-16 12:08:38.192859-05,8,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4757,2026-01-16 12:08:38.192859-05,9,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4758,2026-01-16 12:08:38.192859-05,9,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4759,2026-01-16 12:08:38.192859-05,10,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4760,2026-01-16 12:08:38.192859-05,10,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4761,2026-01-16 12:08:38.192859-05,11,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4762,2026-01-16 12:08:38.192859-05,11,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4763,2026-01-16 12:08:38.192859-05,12,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4764,2026-01-16 12:08:38.192859-05,12,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4765,2026-01-16 12:08:38.192859-05,13,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4766,2026-01-16 12:08:38.192859-05,13,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4767,2026-01-16 12:08:38.192859-05,14,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4768,2026-01-16 12:08:38.192859-05,14,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4769,2026-01-16 12:08:38.192859-05,15,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4770,2026-01-16 12:08:38.192859-05,15,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4771,2026-01-16 12:08:38.192859-05,16,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4772,2026-01-16 12:08:38.192859-05,16,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4773,2026-01-16 12:08:38.192859-05,17,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4774,2026-01-16 12:08:38.192859-05,17,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4775,2026-01-16 12:08:38.192859-05,18,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4776,2026-01-16 12:08:38.192859-05,18,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4777,2026-01-16 12:08:38.192859-05,19,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4778,2026-01-16 12:08:38.192859-05,19,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4779,2026-01-16 12:08:38.192859-05,20,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4780,2026-01-16 12:08:38.192859-05,20,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4781,2026-01-16 12:08:38.192859-05,21,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4782,2026-01-16 12:08:38.192859-05,21,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4783,2026-01-16 12:08:38.192859-05,22,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4784,2026-01-16 12:08:38.192859-05,22,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4785,2026-01-16 12:08:38.192859-05,23,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4786,2026-01-16 12:08:38.192859-05,23,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4787,2026-01-16 12:08:38.192859-05,24,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4788,2026-01-16 12:08:38.192859-05,24,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4789,2026-01-16 12:08:38.192859-05,25,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4790,2026-01-16 12:08:38.192859-05,25,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4791,2026-01-16 12:08:38.192859-05,26,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4792,2026-01-16 12:08:38.192859-05,26,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4793,2026-01-16 12:08:38.192859-05,27,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4794,2026-01-16 12:08:38.192859-05,27,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4795,2026-01-16 12:08:38.192859-05,28,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4796,2026-01-16 12:08:38.192859-05,28,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4797,2026-01-16 12:08:38.192859-05,29,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4798,2026-01-16 12:08:38.192859-05,29,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4799,2026-01-16 12:08:38.192859-05,30,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4800,2026-01-16 12:08:38.192859-05,30,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4801,2026-01-16 12:08:38.192859-05,31,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4802,2026-01-16 12:08:38.192859-05,31,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4803,2026-01-16 12:08:38.192859-05,32,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4804,2026-01-16 12:08:38.192859-05,32,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4805,2026-01-16 12:08:38.192859-05,33,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4806,2026-01-16 12:08:38.192859-05,33,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4807,2026-01-16 12:08:38.192859-05,34,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4808,2026-01-16 12:08:38.192859-05,34,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4809,2026-01-16 12:08:38.192859-05,35,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4810,2026-01-16 12:08:38.192859-05,35,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4811,2026-01-16 12:08:38.192859-05,36,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4812,2026-01-16 12:08:38.192859-05,36,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4813,2026-01-16 12:08:38.192859-05,37,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4814,2026-01-16 12:08:38.192859-05,37,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4815,2026-01-16 12:08:38.192859-05,38,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4816,2026-01-16 12:08:38.192859-05,38,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4817,2026-01-16 12:08:38.192859-05,39,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4818,2026-01-16 12:08:38.192859-05,39,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4819,2026-01-16 12:08:38.192859-05,40,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4820,2026-01-16 12:08:38.192859-05,40,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4821,2026-01-16 12:08:38.192859-05,41,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4822,2026-01-16 12:08:38.192859-05,41,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4823,2026-01-16 12:08:38.192859-05,42,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4824,2026-01-16 12:08:38.192859-05,42,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4825,2026-01-16 12:08:38.192859-05,43,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4826,2026-01-16 12:08:38.192859-05,43,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4827,2026-01-16 12:08:38.192859-05,44,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4828,2026-01-16 12:08:38.192859-05,44,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4829,2026-01-16 12:08:38.192859-05,45,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4830,2026-01-16 12:08:38.192859-05,45,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4831,2026-01-16 12:08:38.192859-05,46,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4832,2026-01-16 12:08:38.192859-05,46,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4833,2026-01-16 12:08:38.192859-05,47,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4834,2026-01-16 12:08:38.192859-05,47,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4835,2026-01-16 12:08:38.192859-05,48,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4836,2026-01-16 12:08:38.192859-05,48,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4837,2026-01-16 12:08:38.192859-05,49,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4838,2026-01-16 12:08:38.192859-05,49,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4839,2026-01-16 12:08:38.192859-05,50,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4840,2026-01-16 12:08:38.192859-05,50,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4841,2026-01-16 12:08:38.192859-05,51,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4842,2026-01-16 12:08:38.192859-05,51,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4843,2026-01-16 12:08:38.192859-05,52,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4844,2026-01-16 12:08:38.192859-05,52,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
4845,2026-01-16 12:08:38.192859-05,53,round_unlocked,kingdom_of_the_puzzmon,0,NULL,NULL,0,NULL
4846,2026-01-16 12:08:38.192859-05,53,task_unlocked,how_to_hunt,0,NULL,NULL,0,NULL
